Usage_time,Battery,Temp1,Temp2,Temp3,LFoot_x,LFoot_y,LFoot_z,RFoot_x,RFoot_y,RFoot_z,LFootCOP_x,LFootCOP_y,RFootCOP_x,RFootCOP_y,LFootCOP_value,LFootCOP_vector_x,LFootCOP_vector_y,RFootCOP_value,RFootCOP_vector_x,RFootCOP_vector_y,LFoot_time_travel,RFoot_time_travel,LH_Abd_Temp,LH_Rot_Temp,LH_Flex_Temp,LK_Temp,LA_Lat_Temp,LA_Med_Temp,RH_Abd_Temp,RH_Rot_Temp,RH_Flex_Temp,RK_Temp,RA_Lat_Temp,RA_Med_Temp,LH_Abd_Amp,LH_Rot_Amp,LH_Flex_Amp,LK_Amp,LA_Lat_Amp,LA_Med_Amp,RH_Abd_Amp,RH_Rot_Amp,RH_Flex_Amp,RK_Amp,RA_Lat_Amp,RA_Med_Amp
00:00:25:771,87,68.0,50.0,95.0,48700.0,0.0,0.0,48600.0,0.0,0.0,181.0,-56.0,92.0,-51.0,0.0,30.0,30.0,17.0,30.0,-30.0,3.0,3.0,93.0,15.0,52.0,42.0,21.0,75.0,50.0,44.0,78.0,47.0,72.0,67.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0
00:00:25:771,87,68.0,50.0,95.0,48700.0,0.0,0.0,48800.0,0.0,0.0,202.0,-54.0,92.0,-51.0,14.0,30.0,30.0,0.0,30.0,-30.0,3.0,3.0,93.0,15.0,52.0,42.0,21.0,75.0,50.0,44.0,78.0,47.0,72.0,67.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0
00:00:25:842,87,68.0,50.0,95.0,48900.0,0.0,0.0,48800.0,0.0,0.0,202.0,-54.0,30.0,-73.0,0.0,30.0,30.0,12.0,30.0,-30.0,3.0,3.0,93.0,15.0,52.0,42.0,21.0,75.0,50.0,44.0,78.0,47.0,72.0,67.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0
00:00:25:842,87,68.0,50.0,95.0,48900.0,0.0,0.0,49000.0,0.0,0.0,166.0,-24.0,30.0,-73.0,25.0,30.0,30.0,0.0,30.0,-30.0,3.0,3.0,93.0,15.0,52.0,42.0,21.0,75.0,50.0,44.0,78.0,47.0,72.0,67.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0
00:00:25:913,87,68.0,50.0,95.0,49100.0,0.0,0.0,49000.0,0.0,0.0,166.0,-24.0,-46.0,24.0,0.0,30.0,30.0,18.0,30.0,-30.0,3.0,3.0,93.0,15.0,52.0,42.0,21.0,75.0,50.0,44.0,78.0,47.0,72.0,67.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0
00:00:25:955,87,68.0,50.0,95.0,49100.0,0.0,0.0,49200.0,0.0,0.0,146.0,25.0,-46.0,24.0,20.0,30.0,30.0,0.0,30.0,-30.0,3.0,3.0,93.0,15.0,52.0,42.0,21.0,75.0,50.0,44.0,78.0,47.0,72.0,67.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0
00:00:25:997,87,68.0,50.0,95.0,49300.0,0.0,0.0,49200.0,0.0,0.0,146.0,25.0,135.0,-67.0,0.0,30.0,30.0,15.0,30.0,-30.0,3.0,3.0,93.0,15.0,52.0,42.0,21.0,75.0,50.0,44.0,78.0,47.0,72.0,67.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0
00:00:26:032,86,68.0,50.0,95.0,49300.0,0.0,0.0,49200.0,0.0,0.0,146.0,25.0,135.0,-67.0,0.0,30.0,30.0,15.0,30.0,-30.0,3.0,3.0,93.0,15.0,52.0,42.0,21.0,75.0,50.0,44.0,78.0,47.0,72.0,67.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0
00:00:26:057,86,68.0,50.0,95.0,49300.0,0.0,0.0,49400.0,0.0,0.0,-15.0,-11.0,135.0,-67.0,28.0,30.0,30.0,0.0,30.0,-30.0,3.0,3.0,93.0,15.0,52.0,42.0,21.0,75.0,50.0,44.0,78.0,47.0,72.0,67.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0
00:00:26:104,86,68.0,50.0,95.0,49500.0,0.0,0.0,49400.0,0.0,0.0,-15.0,-11.0,-85.0,-21.0,0.0,30.0,30.0,13.0,30.0,-30.0,3.0,3.0,93.0,15.0,52.0,42.0,21.0,75.0,50.0,44.0,78.0,47.0,72.0,67.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0
00:00:26:155,86,68.0,50.0,95.0,49500.0,0.0,0.0,49600.0,0.0,0.0,83.0,-22.0,-85.0,-21.0,19.0,30.0,30.0,0.0,30.0,-30.0,3.0,3.0,93.0,15.0,52.0,42.0,21.0,75.0,50.0,44.0,78.0,47.0,72.0,67.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0
00:00:26:209,86,68.0,50.0,95.0,49700.0,0.0,0.0,49600.0,0.0,0.0,83.0,-22.0,208.0,-49.0,0.0,30.0,30.0,18.0,30.0,-30.0,3.0,3.0,93.0,15.0,52.0,42.0,21.0,75.0,50.0,44.0,78.0,47.0,72.0,67.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0
00:00:26:234,86,39.0,0.0,94.0,49700.0,0.0,0.0,49600.0,0.0,0.0,83.0,-22.0,208.0,-49.0,0.0,30.0,30.0,18.0,30.0,-30.0,3.0,3.0,91.0,31.0,80.0,66.0,72.0,31.0,39.0,63.0,3.0,7.0,40.0,51.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0
00:00:26:261,86,39.0,0.0,94.0,49700.0,0.0,0.0,49800.0,0.0,0.0,-77.0,55.0,208.0,-49.0,19.0,30.0,30.0,0.0,30.0,-30.0,3.0,3.0,91.0,31.0,80.0,66.0,72.0,31.0,39.0,63.0,3.0,7.0,40.0,51.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0
00:00:26:314,86,39.0,0.0,94.0,49900.0,0.0,0.0,49800.0,0.0,0.0,-77.0,55.0,60.0,56.0,0.0,30.0,30.0,27.0,30.0,-30.0,3.0,3.0,91.0,31.0,80.0,66.0,72.0,31.0,39.0,63.0,3.0,7.0,40.0,51.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0
00:00:26:365,86,39.0,0.0,94.0,49900.0,0.0,0.0,50000.0,0.0,0.0,228.0,56.0,60.0,56.0,11.0,30.0,30.0,0.0,30.0,-30.0,3.0,3.0,91.0,31.0,80.0,66.0,72.0,31.0,39.0,63.0,3.0,7.0,40.0,51.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0
00:00:26:417,86,39.0,0.0,94.0,50100.0,0.0,0.0,50000.0,0.0,0.0,228.0,56.0,-72.0,25.0,0.0,30.0,30.0,11.0,30.0,-30.0,3.0,3.0,91.0,31.0,80.0,66.0,72.0,31.0,39.0,63.0,3.0,7.0,40.0,51.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0
00:00:26:470,86,39.0,0.0,94.0,50100.0,0.0,0.0,50200.0,0.0,0.0,70.0,-51.0,-72.0,25.0,23.0,30.0,30.0,0.0,30.0,-30.0,3.0,3.0,91.0,31.0,80.0,66.0,72.0,31.0,39.0,63.0,3.0,7.0,40.0,51.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0
00:00:26:521,86,39.0,0.0,94.0,50300.0,0.0,0.0,50200.0,0.0,0.0,70.0,-51.0,-70.0,61.0,0.0,30.0,30.0,12.0,30.0,-30.0,3.0,3.0,91.0,31.0,80.0,66.0,72.0,31.0,39.0,63.0,3.0,7.0,40.0,51.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0
00:00:26:574,86,39.0,0.0,94.0,50300.0,0.0,0.0,50400.0,0.0,0.0,136.0,-59.0,-70.0,61.0,12.0,30.0,30.0,0.0,30.0,-30.0,3.0,3.0,91.0,31.0,80.0,66.0,72.0,31.0,39.0,63.0,3.0,7.0,40.0,51.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0
00:00:26:627,86,39.0,0.0,94.0,50500.0,0.0,0.0,50400.0,0.0,0.0,136.0,-59.0,138.0,-74.0,0.0,30.0,30.0,12.0,30.0,-30.0,3.0,3.0,91.0,31.0,80.0,66.0,72.0,31.0,39.0,63.0,3.0,7.0,40.0,51.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0
00:00:26:680,86,39.0,0.0,94.0,50500.0,0.0,0.0,50600.0,0.0,0.0,124.0,62.0,138.0,-74.0,25.0,30.0,30.0,0.0,30.0,-30.0,3.0,3.0,91.0,31.0,80.0,66.0,72.0,31.0,39.0,63.0,3.0,7.0,40.0,51.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0
00:00:26:732,86,39.0,0.0,94.0,50700.0,0.0,0.0,50600.0,0.0,0.0,124.0,62.0,178.0,26.0,0.0,30.0,30.0,26.0,30.0,-30.0,3.0,3.0,91.0,31.0,80.0,66.0,72.0,31.0,39.0,63.0,3.0,7.0,40.0,51.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0
00:00:26:745,86,100.0,45.0,38.0,50700.0,0.0,0.0,50600.0,0.0,0.0,124.0,62.0,178.0,26.0,0.0,30.0,30.0,26.0,30.0,-30.0,3.0,3.0,97.0,28.0,85.0,90.0,59.0,48.0,93.0,70.0,92.0,10.0,91.0,1.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0
00:00:26:785,86,100.0,45.0,38.0,50700.0,0.0,0.0,50800.0,0.0,0.0,88.0,18.0,178.0,26.0,23.0,30.0,30.0,0.0,30.0,-30.0,3.0,3.0,97.0,28.0,85.0,90.0,59.0,48.0,93.0,70.0,92.0,10.0,91.0,1.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0
00:00:26:836,86,100.0,45.0,38.0,50900.0,0.0,0.0,50800.0,0.0,0.0,88.0,18.0,226.0,-37.0,0.0,30.0,30.0,29.0,30.0,-30.0,3.0,3.0,97.0,28.0,85.0,90.0,59.0,48.0,93.0,70.0,92.0,10.0,91.0,1.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0
00:00:26:887,86,100.0,45.0,38.0,50900.0,0.0,0.0,51000.0,0.0,0.0,188.0,-14.0,226.0,-37.0,19.0,30.0,30.0,0.0,30.0,-30.0,3.0,3.0,97.0,28.0,85.0,90.0,59.0,48.0,93.0,70.0,92.0,10.0,91.0,1.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0
00:00:26:939,86,100.0,45.0,38.0,51100.0,0.0,0.0,51000.0,0.0,0.0,188.0,-14.0,192.0,-38.0,0.0,30.0,30.0,25.0,30.0,-30.0,3.0,3.0,97.0,28.0,85.0,90.0,59.0,48.0,93.0,70.0,92.0,10.0,91.0,1.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0
00:00:26:991,86,100.0,45.0,38.0,51100.0,0.0,0.0,51200.0,0.0,0.0,193.0,-4.0,192.0,-38.0,27.0,30.0,30.0,0.0,30.0,-30.0,3.0,3.0,97.0,28.0,85.0,90.0,59.0,48.0,93.0,70.0,92.0,10.0,91.0,1.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0
00:00:27:043,86,100.0,45.0,38.0,51300.0,0.0,0.0,51200.0,0.0,0.0,193.0,-4.0,-14.0,6.0,0.0,30.0,30.0,22.0,30.0,-30.0,3.0,3.0,97.0,28.0,85.0,90.0,59.0,48.0,93.0,70.0,92.0,10.0,91.0,1.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0
00:00:27:094,86,100.0,45.0,38.0,51300.0,0.0,0.0,51400.0,0.0,0.0,176.0,-4.0,-14.0,6.0,24.0,30.0,30.0,0.0,30.0,-30.0,3.0,3.0,97.0,28.0,85.0,90.0,59.0,48.0,93.0,70.0,92.0,10.0,91.0,1.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0
00:00:27:147,86,100.0,45.0,38.0,51500.0,0.0,0.0,51400.0,0.0,0.0,176.0,-4.0,-15.0,70.0,0.0,30.0,30.0,30.0,30.0,-30.0,3.0,3.0,97.0,28.0,85.0,90.0,59.0,48.0,93.0,70.0,92.0,10.0,91.0,1.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0
00:00:27:199,86,100.0,45.0,38.0,51500.0,0.0,0.0,51600.0,0.0,0.0,20.0,40.0,-15.0,70.0,23.0,30.0,30.0,0.0,30.0,-30.0,3.0,3.0,97.0,28.0,85.0,90.0,59.0,48.0,93.0,70.0,92.0,10.0,91.0,1.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0
00:00:27:239,86,3.0,90.0,51.0,51500.0,0.0,0.0,51600.0,0.0,0.0,20.0,40.0,-15.0,70.0,23.0,30.0,30.0,0.0,30.0,-30.0,3.0,3.0,2.0,1.0,94.0,26.0,50.0,24.0,27.0,84.0,83.0,88.0,36.0,10.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0
00:00:27:252,86,3.0,90.0,51.0,51700.0,0.0,0.0,51600.0,0.0,0.0,20.0,40.0,134.0,4.0,0.0,30.0,30.0,10.0,30.0,-30.0,3.0,3.0,2.0,1.0,94.0,26.0,50.0,24.0,27.0,84.0,83.0,88.0,36.0,10.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0
00:00:27:303,86,3.0,90.0,51.0,51700.0,0.0,0.0,51800.0,0.0,0.0,-4.0,39.0,134.0,4.0,13.0,30.0,30.0,0.0,30.0,-30.0,3.0,3.0,2.0,1.0,94.0,26.0,50.0,24.0,27.0,84.0,83.0,88.0,36.0,10.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0
00:00:27:354,86,3.0,90.0,51.0,51900.0,0.0,0.0,51800.0,0.0,0.0,-4.0,39.0,45.0,39.0,0.0,30.0,30.0,11.0,30.0,-30.0,3.0,3.0,2.0,1.0,94.0,26.0,50.0,24.0,27.0,84.0,83.0,88.0,36.0,10.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0
00:00:27:407,86,3.0,90.0,51.0,51900.0,0.0,0.0,52000.0,0.0,0.0,125.0,-22.0,45.0,39.0,25.0,30.0,30.0,0.0,30.0,-30.0,3.0,3.0,2.0,1.0,94.0,26.0,50.0,24.0,27.0,84.0,83.0,88.0,36.0,10.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0
00:00:27:459,86,3.0,90.0,51.0,52100.0,0.0,0.0,52000.0,0.0,0.0,125.0,-22.0,97.0,25.0,0.0,30.0,30.0,18.0,30.0,-30.0,3.0,3.0,2.0,1.0,94.0,26.0,50.0,24.0,27.0,84.0,83.0,88.0,36.0,10.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0
00:00:27:511,86,3.0,90.0,51.0,52100.0,0.0,0.0,52200.0,0.0,0.0,184.0,-22.0,97.0,25.0,15.0,30.0,30.0,0.0,30.0,-30.0,3.0,3.0,2.0,1.0,94.0,26.0,50.0,24.0,27.0,84.0,83.0,88.0,36.0,10.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0
00:00:27:563,86,3.0,90.0,51.0,52300.0,0.0,0.0,52200.0,0.0,0.0,184.0,-22.0,98.0,36.0,0.0,30.0,30.0,24.0,30.0,-30.0,3.0,3.0,2.0,1.0,94.0,26.0,50.0,24.0,27.0,84.0,83.0,88.0,36.0,10.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0
00:00:27:614,86,3.0,90.0,51.0,52300.0,0.0,0.0,52400.0,0.0,0.0,137.0,4.0,98.0,36.0,30.0,30.0,30.0,0.0,30.0,-30.0,3.0,3.0,2.0,1.0,94.0,26.0,50.0,24.0,27.0,84.0,83.0,88.0,36.0,10.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0
00:00:27:667,86,3.0,90.0,51.0,52500.0,0.0,0.0,52400.0,0.0,0.0,137.0,4.0,-34.0,-78.0,0.0,30.0,30.0,10.0,30.0,-30.0,3.0,3.0,2.0,1.0,94.0,26.0,50.0,24.0,27.0,84.0,83.0,88.0,36.0,10.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0
00:00:27:718,86,3.0,90.0,51.0,52500.0,0.0,0.0,52600.0,0.0,0.0,-77.0,14.0,-34.0,-78.0,29.0,30.0,30.0,0.0,30.0,-30.0,3.0,3.0,2.0,1.0,94.0,26.0,50.0,24.0,27.0,84.0,83.0,88.0,36.0,10.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0
00:00:27:750,86,21.0,86.0,48.0,52500.0,0.0,0.0,52600.0,0.0,0.0,-77.0,14.0,-34.0,-78.0,29.0,30.0,30.0,0.0,30.0,-30.0,3.0,3.0,72.0,23.0,74.0,3.0,85.0,2.0,52.0,25.0,98.0,26.0,35.0,77.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0
00:00:27:771,86,21.0,86.0,48.0,52700.0,0.0,0.0,52600.0,0.0,0.0,-77.0,14.0,-66.0,12.0,0.0,30.0,30.0,14.0,30.0,-30.0,3.0,3.0,72.0,23.0,74.0,3.0,85.0,2.0,52.0,25.0,98.0,26.0,35.0,77.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0
00:00:27:823,86,21.0,86.0,48.0,52700.0,0.0,0.0,52800.0,0.0,0.0,66.0,-27.0,-66.0,12.0,23.0,30.0,30.0,0.0,30.0,-30.0,3.0,3.0,72.0,23.0,74.0,3.0,85.0,2.0,52.0,25.0,98.0,26.0,35.0,77.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0
00:00:27:876,86,21.0,86.0,48.0,52900.0,0.0,0.0,52800.0,0.0,0.0,66.0,-27.0,57.0,-29.0,0.0,30.0,30.0,29.0,30.0,-30.0,3.0,3.0,72.0,23.0,74.0,3.0,85.0,2.0,52.0,25.0,98.0,26.0,35.0,77.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0
00:00:27:927,86,21.0,86.0,48.0,52900.0,0.0,0.0,53000.0,0.0,0.0,84.0,23.0,57.0,-29.0,24.0,30.0,30.0,0.0,30.0,-30.0,3.0,3.0,72.0,23.0,74.0,3.0,85.0,2.0,52.0,25.0,98.0,26.0,35.0,77.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0
00:00:27:980,86,21.0,86.0,48.0,53100.0,0.0,0.0,53000.0,0.0,0.0,84.0,23.0,65.0,52.0,0.0,30.0,30.0,10.0,30.0,-30.0,3.0,3.0,72.0,23.0,74.0,3.0,85.0,2.0,52.0,25.0,98.0,26.0,35.0,77.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0
00:00:28:031,86,21.0,86.0,48.0,53100.0,0.0,0.0,53200.0,0.0,0.0,136.0,31.0,65.0,52.0,29.0,30.0,30.0,0.0,30.0,-30.0,3.0,3.0,72.0,23.0,74.0,3.0,85.0,2.0,52.0,25.0,98.0,26.0,35.0,77.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0
00:00:28:034,85,21.0,86.0,48.0,53100.0,0.0,0.0,53200.0,0.0,0.0,136.0,31.0,65.0,52.0,29.0,30.0,30.0,0.0,30.0,-30.0,3.0,3.0,72.0,23.0,74.0,3.0,85.0,2.0,52.0,25.0,98.0,26.0,35.0,77.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0
00:00:28:084,85,21.0,86.0,48.0,53300.0,0.0,0.0,53200.0,0.0,0.0,136.0,31.0,8.0,75.0,0.0,30.0,30.0,10.0,30.0,-30.0,3.0,3.0,72.0,23.0,74.0,3.0,85.0,2.0,52.0,25.0,98.0,26.0,35.0,77.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0
00:00:28:136,85,21.0,86.0,48.0,53300.0,0.0,0.0,53400.0,0.0,0.0,21.0,20.0,8.0,75.0,24.0,30.0,30.0,0.0,30.0,-30.0,3.0,3.0,72.0,23.0,74.0,3.0,85.0,2.0,52.0,25.0,98.0,26.0,35.0,77.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0
00:00:28:188,85,21.0,86.0,48.0,53500.0,0.0,0.0,53400.0,0.0,0.0,21.0,20.0,-58.0,41.0,0.0,30.0,30.0,15.0,30.0,-30.0,3.0,3.0,72.0,23.0,74.0,3.0,85.0,2.0,52.0,25.0,98.0,26.0,35.0,77.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0
00:00:28:240,85,21.0,86.0,48.0,53500.0,0.0,0.0,53600.0,0.0,0.0,114.0,-53.0,-58.0,41.0,21.0,30.0,30.0,0.0,30.0,-30.0,3.0,3.0,72.0,23.0,74.0,3.0,85.0,2.0,52.0,25.0,98.0,26.0,35.0,77.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0
00:00:28:254,85,94.0,60.0,10.0,53500.0,0.0,0.0,53600.0,0.0,0.0,114.0,-53.0,-58.0,41.0,21.0,30.0,30.0,0.0,30.0,-30.0,3.0,3.0,29.0,59.0,75.0,85.0,81.0,55.0,90.0,94.0,66.0,74.0,31.0,40.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0
00:00:28:301,85,94.0,60.0,10.0,53700.0,0.0,0.0,53600.0,0.0,0.0,114.0,-53.0,-70.0,37.0,0.0,30.0,30.0,13.0,30.0,-30.0,3.0,3.0,29.0,59.0,75.0,85.0,81.0,55.0,90.0,94.0,66.0,74.0,31.0,40.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0
00:00:28:343,85,94.0,60.0,10.0,53700.0,0.0,0.0,53800.0,0.0,0.0,234.0,29.0,-70.0,37.0,16.0,30.0,30.0,0.0,30.0,-30.0,3.0,3.0,29.0,59.0,75.0,85.0,81.0,55.0,90.0,94.0,66.0,74.0,31.0,40.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0
00:00:28:395,85,94.0,60.0,10.0,53900.0,0.0,0.0,53800.0,0.0,0.0,234.0,29.0,10.0,-47.0,0.0,30.0,30.0,19.0,30.0,-30.0,3.0,3.0,29.0,59.0,75.0,85.0,81.0,55.0,90.0,94.0,66.0,74.0,31.0,40.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0
00:00:28:449,85,94.0,60.0,10.0,53900.0,0.0,0.0,54000.0,0.0,0.0,-6.0,-42.0,10.0,-47.0,11.0,30.0,30.0,0.0,30.0,-30.0,3.0,3.0,29.0,59.0,75.0,85.0,81.0,55.0,90.0,94.0,66.0,74.0,31.0,40.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0
00:00:28:502,85,94.0,60.0,10.0,54100.0,0.0,0.0,54000.0,0.0,0.0,-6.0,-42.0,-45.0,44.0,0.0,30.0,30.0,23.0,30.0,-30.0,3.0,3.0,29.0,59.0,75.0,85.0,81.0,55.0,90.0,94.0,66.0,74.0,31.0,40.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0
00:00:28:554,85,94.0,60.0,10.0,54100.0,0.0,0.0,54200.0,0.0,0.0,31.0,75.0,-45.0,44.0,16.0,30.0,30.0,0.0,30.0,-30.0,3.0,3.0,29.0,59.0,75.0,85.0,81.0,55.0,90.0,94.0,66.0,74.0,31.0,40.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0
00:00:28:606,85,94.0,60.0,10.0,54300.0,0.0,0.0,54200.0,0.0,0.0,31.0,75.0,69.0,-75.0,0.0,30.0,30.0,27.0,30.0,-30.0,3.0,3.0,29.0,59.0,75.0,85.0,81.0,55.0,90.0,94.0,66.0,74.0,31.0,40.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0
00:00:28:659,85,94.0,60.0,10.0,54300.0,0.0,0.0,54400.0,0.0,0.0,-71.0,61.0,69.0,-75.0,26.0,30.0,30.0,0.0,30.0,-30.0,3.0,3.0,29.0,59.0,75.0,85.0,81.0,55.0,90.0,94.0,66.0,74.0,31.0,40.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0
00:00:28:710,85,94.0,60.0,10.0,54500.0,0.0,0.0,54400.0,0.0,0.0,-71.0,61.0,-26.0,-73.0,0.0,30.0,30.0,26.0,30.0,-30.0,3.0,3.0,29.0,59.0,75.0,85.0,81.0,55.0,90.0,94.0,66.0,74.0,31.0,40.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0
00:00:28:754,85,47.0,68.0,73.0,54500.0,0.0,0.0,54400.0,0.0,0.0,-71.0,61.0,-26.0,-73.0,0.0,30.0,30.0,26.0,30.0,-30.0,3.0,3.0,42.0,96.0,93.0,100.0,53.0,35.0,56.0,21.0,66.0,5.0,91.0,23.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0
00:00:28:772,85,47.0,68.0,73.0,54500.0,0.0,0.0,54600.0,0.0,0.0,-64.0,4.0,-26.0,-73.0,19.0,30.0,30.0,0.0,30.0,-30.0,3.0,3.0,42.0,96.0,93.0,100.0,53.0,35.0,56.0,21.0,66.0,5.0,91.0,23.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0
00:00:28:814,85,47.0,68.0,73.0,54700.0,0.0,0.0,54600.0,0.0,0.0,-64.0,4.0,30.0,76.0,0.0,30.0,30.0,27.0,30.0,-30.0,3.0,3.0,42.0,96.0,93.0,100.0,53.0,35.0,56.0,21.0,66.0,5.0,91.0,23.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0
